municipio,municipio,maxtempC,mintempC,humidity,precipMM,windspeedKmph,temp_score,feels_like_score,humidity_score,uv_score,precip_score,wind_score,total_score,normalized_score
Ferreira do Alentejo,Ferreira do Alentejo,"23,846994535519126","12,759562841530055","65,46174863387978","2,0120218579234974","12,814207650273223",10,0,0,10,0,10,"7,0","700,0"
Alandroal,Alandroal,"23,204918032786885","11,762295081967213","67,30601092896175","2,191256830601093","13,101092896174864",10,0,0,10,0,10,"7,0","700,0"
Aguiar da Beira,Aguiar da Beira,"20,543715846994534","9,915300546448087","71,06284153005464","3,2901639344262295","8,404371584699453",10,0,0,10,0,10,"7,0","700,0"
Condeixa-a-Nova,Condeixa-a-Nova,"21,96448087431694","10,96448087431694","74,23770491803279","3,374590163934426","9,027322404371585",10,0,0,10,0,10,"7,0","700,0"
Constancia,Constancia,"23,240437158469945","11,439890710382514","69,92896174863388","2,7724043715846998","11,592896174863387",10,0,0,10,0,10,"7,0","700,0"
Coruche,Coruche,"22,90983606557377","12,002732240437158","71,0","2,442622950819672","12,442622950819672",10,0,0,10,0,10,"7,0","700,0"
Covilha,Covilha,"20,530054644808743","9,210382513661202","67,95081967213115","3,6327868852459013","8,019125683060109",10,0,0,10,0,10,"7,0","700,0"
Crato,Crato,"21,243169398907103","11,748633879781421","66,7103825136612","2,1475409836065573","9,467213114754099",10,0,0,10,0,10,"7,0","700,0"
Castanheira de Pera,Castanheira de Pera,"21,96448087431694","10,96448087431694","74,23770491803279","3,374590163934426","9,027322404371585",10,0,0,10,0,10,"7,0","700,0"
Elvas,Elvas,"24,316939890710383","12,39344262295082","61,57377049180328","1,860928961748634","11,42896174863388",10,0,0,10,0,10,"7,0","700,0"
Entroncamento,Entroncamento,"22,896174863387976","11,71584699453552","71,96174863387978","2,8614754098360655","11,653005464480874",10,0,0,10,0,10,"7,0","700,0"
Faro,Faro,"21,06830601092896","15,669398907103826","70,27049180327869","2,1259562841530055","15,366120218579235",10,0,0,10,0,10,"7,0","700,0"
Vila Nova de Cerveira,Vila Nova de Cerveira,"20,721311475409838","10,997267759562842","74,69672131147541","5,006830601092896","8,521857923497267",10,0,0,10,0,10,"7,0","700,0"
Esposende,Esposende,"20,37431693989071","11,407103825136613","74,93442622950819","4,607103825136612","9,852459016393443",10,0,0,10,0,10,"7,0","700,0"
Estarreja,Estarreja,"20,718579234972676","11,62568306010929","71,64754098360656","4,977049180327868","9,204918032786885",10,0,0,10,0,10,"7,0","700,0"
Vila Nova da Barquinha,Vila Nova da Barquinha,"22,896174863387976","11,71584699453552","71,96174863387978","2,8614754098360655","11,653005464480874",10,0,0,10,0,10,"7,0","700,0"
Evora,Evora,"23,204918032786885","11,762295081967213","67,30601092896175","2,191256830601093","13,101092896174864",10,0,0,10,0,10,"7,0","700,0"
Coimbra,Coimbra,"21,96448087431694","10,96448087431694","74,23770491803279","3,374590163934426","9,027322404371585",10,0,0,10,0,10,"7,0","700,0"
Cinfaes,Cinfaes,"20,44808743169399","10,224043715846994","72,08743169398907","4,241803278688525","7,609289617486339",10,0,0,10,0,10,"7,0","700,0"
Albufeira,Albufeira,"21,762295081967213","14,663934426229508","70,02732240437159","2,267486338797814","15,114754098360656",10,0,0,10,0,10,"7,0","700,0"
Figueiro dos Vinhos,Figueiro dos Vinhos,"21,595628415300546","11,040983606557377","75,23770491803279","3,0098360655737704","11,16120218579235",10,0,0,10,0,10,"7,0","700,0"
Castelo Branco,Castelo Branco,"22,418032786885245","11,191256830601093","65,42896174863388","2,789071038251366","9,073770491803279",10,0,0,10,0,10,"7,0","700,0"
Castelo de Paiva,Castelo de Paiva,"20,44808743169399","10,224043715846994","72,08743169398907","4,241803278688525","7,609289617486339",10,0,0,10,0,10,"7,0","700,0"
Vila Flor,Vila Flor,"21,96448087431694","10,96448087431694","74,23770491803279","3,374590163934426","9,027322404371585",10,0,0,10,0,10,"7,0","700,0"
Vila Franca de Xira,Vila Franca de Xira,"21,868852459016395","12,707650273224044","72,34972677595628","2,248087431693989","14,450819672131148",10,0,0,10,0,10,"7,0","700,0"
Castelo de Vide,Castelo de Vide,"21,243169398907103","11,748633879781421","66,7103825136612","2,1475409836065573","9,467213114754099",10,0,0,10,0,10,"7,0","700,0"
Chaves,Chaves,"20,729508196721312","8,532786885245901","70,71311475409836","2,2707650273224043","7,587431693989071",10,0,0,10,0,10,"7,0","700,0"
Castro Daire,Castro Daire,"20,543715846994534","9,915300546448087","71,06284153005464","3,2901639344262295","8,404371584699453",10,0,0,10,0,10,"7,0","700,0"
Castro Marim,Castro Marim,"22,098360655737704","14,789617486338798","67,59016393442623","2,066393442622951","14,300546448087431",10,0,0,10,0,10,"7,0","700,0"
Castro Verde,Castro Verde,"23,846994535519126","12,759562841530055","65,46174863387978","2,0120218579234974","12,814207650273223",10,0,0,10,0,10,"7,0","700,0"
Ferreira do Zezere,Ferreira do Zezere,"22,617486338797814","11,797814207650273","71,81147540983606","2,6765027322404373","12,153005464480874",10,0,0,10,0,10,"7,0","700,0"
Celorico de Basto,Celorico de Basto,"21,617486338797814","10,166666666666666","72,24043715846994","4,406830601092897","7,737704918032787",10,0,0,10,0,10,"7,0","700,0"
Vila Nova de Famalicao,Vila Nova de Famalicao,"20,71311475409836","11,6448087431694","71,90163934426229","4,245901639344262","8,636612021857923",10,0,0,10,0,10,"7,0","700,0"
Estremoz,Estremoz,"23,204918032786885","11,762295081967213","67,30601092896175","2,191256830601093","13,101092896174864",10,0,0,10,0,10,"7,0","700,0"
Vila Franca do Campo,Vila Franca do Campo,"19,704918032786885","17,008196721311474","78,82513661202186","3,889890710382514","19,420765027322403",0,10,0,10,0,10,"3,0","300,0"
Velas,Velas,"18,93169398907104","16,595628415300546","78,5","4,534153005464481","18,218579234972676",0,10,0,10,0,10,"3,0","300,0"
Ponta Delgada,Ponta Delgada,"19,704918032786885","17,008196721311474","78,82513661202186","3,889890710382514","19,420765027322403",0,10,0,10,0,10,"3,0","300,0"
Angra do Heroismo,Angra do Heroismo,"18,83606557377049","15,934426229508198","79,74863387978142","5,183333333333333","19,193989071038253",0,10,0,10,0,10,"3,0","300,0"
Lagoa,Lagoa,"18,93169398907104","16,595628415300546","78,5","4,534153005464481","18,218579234972676",0,10,0,10,0,10,"3,0","300,0"
Vila da Praia da Vitoria,Vila da Praia da Vitoria,"19,33606557377049","16,120218579234972","78,87978142076503","3,7989071038251367","18,707650273224044",0,10,0,10,0,10,"3,0","300,0"
Nordeste,Nordeste,"19,704918032786885","17,008196721311474","78,82513661202186","3,889890710382514","19,420765027322403",0,10,0,10,0,10,"3,0","300,0"
Lajes do Pico,Lajes do Pico,"18,93169398907104","16,595628415300546","78,5","4,534153005464481","18,218579234972676",0,10,0,10,0,10,"3,0","300,0"
Santa Cruz da Graciosa,Santa Cruz da Graciosa,"18,93169398907104","16,595628415300546","78,5","4,534153005464481","18,218579234972676",0,10,0,10,0,10,"3,0","300,0"
Sao Roque do Pico,Sao Roque do Pico,"18,93169398907104","16,595628415300546","78,5","4,534153005464481","18,218579234972676",0,10,0,10,0,10,"3,0","300,0"
Ribeira Grande,Ribeira Grande,"19,508196721311474","17,57650273224044","78,32513661202186","5,151366120218579","22,5327868852459",0,10,0,10,0,0,"2,5","250,0"
Lajes das Flores,Lajes das Flores,"19,538251366120218","17,73224043715847","77,6584699453552","5,084972677595628","24,871584699453553",0,10,0,10,0,0,"2,5","250,0"
Santa Cruz das Flores,Santa Cruz das Flores,"19,538251366120218","17,73224043715847","77,6584699453552","5,084972677595628","24,871584699453553",0,10,0,10,0,0,"2,5","250,0"
Corvo,Corvo,"19,538251366120218","17,73224043715847","77,6584699453552","5,084972677595628","24,871584699453553",0,10,0,10,0,0,"2,5","250,0"
Vila do Bispo,Vila do Bispo,"18,174863387978142","16,240437158469945","78,69672131147541","1,598087431693989","23,065573770491802",0,10,0,10,0,0,"2,5","250,0"
Horta,Horta,"19,508196721311474","17,57650273224044","78,32513661202186","5,151366120218579","22,5327868852459",0,10,0,10,0,0,"2,5","250,0"
Vinhais,Vinhais,"19,382513661202186","7,795081967213115","68,15027322404372","2,170765027322404","9,23224043715847",0,0,0,10,0,10,"1,0","100,0"
Vouzela,Vouzela,"19,469945355191257","10,076502732240437","72,72677595628416","4,497540983606557","8,5",0,0,0,10,0,10,"1,0","100,0"
Sao Joao da Madeira,Sao Joao da Madeira,"19,691256830601095","12,319672131147541","71,78688524590164","3,946448087431694","10,726775956284152",0,0,0,10,0,10,"1,0","100,0"
Sardoal,Sardoal,"18,21311475409836","13,295081967213115","75,19398907103825","3,8060109289617485","13,978142076502733",0,0,0,10,0,10,"1,0","100,0"
Santiago do Cacem,Santiago do Cacem,"18,797814207650273","14,73224043715847","76,28415300546447","2,0879781420765027","18,756830601092897",0,0,0,10,0,10,"1,0","100,0"
Sao Joao da Pesqueira,Sao Joao da Pesqueira,"19,816939890710383","10,680327868852459","65,66120218579235","2,767486338797814","7,516393442622951",0,0,0,10,0,10,"1,0","100,0"
Viana do Castelo,Viana do Castelo,"18,560109289617486","12,37704918032787","77,49180327868852","4,2363387978142075","14,743169398907105",0,0,0,10,0,10,"1,0","100,0"
Seia,Seia,"17,461748633879782","7,494535519125683","70,17486338797814","4,444262295081967","7,781420765027322",0,0,0,10,0,10,"1,0","100,0"
Vimioso,Vimioso,"19,494535519125684","8,868852459016393","65,53825136612022","2,0010928961748635","10,450819672131148",0,0,0,10,0,10,"1,0","100,0"
Vieira do Minho,Vieira do Minho,"19,89344262295082","9,814207650273223","72,4672131147541","4,641530054644809","7,904371584699454",0,0,0,10,0,10,"1,0","100,0"
Santana,Santana,"17,672131147540984","11,415300546448087","77,61748633879782","3,927049180327869","9,188524590163935",0,0,0,10,0,10,"1,0","100,0"
Valenca,Valenca,"18,65573770491803","11,275956284153006","77,61748633879782","5,0420765027322405","10,387978142076502",0,0,0,10,0,10,"1,0","100,0"
Vagos,Vagos,"19,387978142076502","12,418032786885245","76,39344262295081","3,9300546448087434","13,008196721311476",0,0,0,10,0,10,"1,0","100,0"
Trofa,Trofa,"19,89344262295082","9,814207650273223","72,4672131147541","4,641530054644809","7,904371584699454",0,0,0,10,0,10,"1,0","100,0"
Vila Nova de Foz Coa,Vila Nova de Foz Coa,"19,816939890710383","10,680327868852459","65,66120218579235","2,767486338797814","7,516393442622951",0,0,0,10,0,10,"1,0","100,0"
Torre de Moncorvo,Torre de Moncorvo,"19,816939890710383","10,680327868852459","65,66120218579235","2,767486338797814","7,516393442622951",0,0,0,10,0,10,"1,0","100,0"
Tondela,Tondela,"19,469945355191257","10,076502732240437","72,72677595628416","4,497540983606557","8,5",0,0,0,10,0,10,"1,0","100,0"
Vila Nova de Gaia,Vila Nova de Gaia,"18,868852459016395","13,049180327868852","73,11475409836065","3,8737704918032785","12,368852459016393",0,0,0,10,0,10,"1,0","100,0"
Vila Nova de Poiares,Vila Nova de Poiares,"19,816939890710383","10,680327868852459","65,66120218579235","2,767486338797814","7,516393442622951",0,0,0,10,0,10,"1,0","100,0"
Vila Pouca de Aguiar,Vila Pouca de Aguiar,"19,816939890710383","10,680327868852459","65,66120218579235","2,767486338797814","7,516393442622951",0,0,0,10,0,10,"1,0","100,0"
Vila Real,Vila Real,"19,816939890710383","10,680327868852459","65,66120218579235","2,767486338797814","7,516393442622951",0,0,0,10,0,10,"1,0","100,0"
Tarouca,Tarouca,"19,816939890710383","10,680327868852459","65,66120218579235","2,767486338797814","7,516393442622951",0,0,0,10,0,10,"1,0","100,0"
Tabuaco,Tabuaco,"19,816939890710383","10,680327868852459","65,66120218579235","2,767486338797814","7,516393442622951",0,0,0,10,0,10,"1,0","100,0"
Tabua,Tabua,"19,469945355191257","10,076502732240437","72,72677595628416","4,497540983606557","8,5",0,0,0,10,0,10,"1,0","100,0"
Sines,Sines,"18,797814207650273","14,73224043715847","76,28415300546447","2,0879781420765027","18,756830601092897",0,0,0,10,0,10,"1,0","100,0"
Vila do Conde,Vila do Conde,"18,30327868852459","13,079234972677595","77,13934426229508","4,010655737704918","14,327868852459016",0,0,0,10,0,10,"1,0","100,0"
Vila do Porto,Vila do Porto,"18,30327868852459","13,079234972677595","77,13934426229508","4,010655737704918","14,327868852459016",0,0,0,10,0,10,"1,0","100,0"
Seixal,Seixal,"19,59016393442623","13,092896174863387","76,48633879781421","2,766120218579235","17,56830601092896",0,0,0,10,0,10,"1,0","100,0"
Sintra,Sintra,"19,73224043715847","13,366120218579235","75,30874316939891","2,957377049180328","17,827868852459016",0,0,0,10,0,10,"1,0","100,0"
Moncao,Moncao,"18,560109289617486","12,37704918032787","77,49180327868852","4,2363387978142075","14,743169398907105",0,0,0,10,0,10,"1,0","100,0"
Santa Marta de Penaguiao,Santa Marta de Penaguiao,"19,816939890710383","10,680327868852459","65,66120218579235","2,767486338797814","7,516393442622951",0,0,0,10,0,10,"1,0","100,0"
Cascais,Cascais,"19,442622950819672","14,896174863387978","77,04371584699453","2,6745901639344263","19,1448087431694",0,0,0,10,0,10,"1,0","100,0"
Chamusca,Chamusca,"17,461748633879782","7,494535519125683","70,17486338797814","4,444262295081967","7,781420765027322",0,0,0,10,0,10,"1,0","100,0"
Espinho,Espinho,"19,691256830601095","12,319672131147541","71,78688524590164","3,946448087431694","10,726775956284152",0,0,0,10,0,10,"1,0","100,0"
Fafe,Fafe,"19,89344262295082","9,814207650273223","72,4672131147541","4,641530054644809","7,904371584699454",0,0,0,10,0,10,"1,0","100,0"
Felgueiras,Felgueiras,"19,89344262295082","9,814207650273223","72,4672131147541","4,641530054644809","7,904371584699454",0,0,0,10,0,10,"1,0","100,0"
Figueira da Foz,Figueira da Foz,"18,991803278688526","13,068306010928962","78,1256830601093","3,369125683060109","15,71311475409836",0,0,0,10,0,10,"1,0","100,0"
Figueira de Castelo Rodrigo,Figueira de Castelo Rodrigo,"18,09016393442623","8,240437158469945","70,3415300546448","2,3740437158469945","10,819672131147541",0,0,0,10,0,10,"1,0","100,0"
Fornos de Algodres,Fornos de Algodres,"17,461748633879782","7,494535519125683","70,17486338797814","4,444262295081967","7,781420765027322",0,0,0,10,0,10,"1,0","100,0"
Freixo de Espada a Cinta,Freixo de Espada a Cinta,"19,494535519125684","8,868852459016393","65,53825136612022","2,0010928961748635","10,450819672131148",0,0,0,10,0,10,"1,0","100,0"
Funchal,Funchal,"17,672131147540984","11,415300546448087","77,61748633879782","3,927049180327869","9,188524590163935",0,0,0,10,0,10,"1,0","100,0"
Gouveia,Gouveia,"17,461748633879782","7,494535519125683","70,17486338797814","4,444262295081967","7,781420765027322",0,0,0,10,0,10,"1,0","100,0"
Grandola,Grandola,"18,797814207650273","14,73224043715847","76,28415300546447","2,0879781420765027","18,756830601092897",0,0,0,10,0,10,"1,0","100,0"
Guarda,Guarda,"18,09016393442623","8,240437158469945","70,3415300546448","2,3740437158469945","10,819672131147541",0,0,0,10,0,10,"1,0","100,0"
Ilhavo,Ilhavo,"19,387978142076502","12,418032786885245","76,39344262295081","3,9300546448087434","13,008196721311476",0,0,0,10,0,10,"1,0","100,0"
Lamego,Lamego,"19,816939890710383","10,680327868852459","65,66120218579235","2,767486338797814","7,516393442622951",0,0,0,10,0,10,"1,0","100,0"
Lisboa.csv,Lisboa.csv,"15,0","9,2","77,4","5,66","13,4",0,0,0,10,0,10,"1,0","100,0"
Celorico da Beira,Celorico da Beira,"18,09016393442623","8,240437158469945","70,3415300546448","2,3740437158469945","10,819672131147541",0,0,0,10,0,10,"1,0","100,0"
Carrazeda de Ansiaes,Carrazeda de Ansiaes,"19,816939890710383","10,680327868852459","65,66120218579235","2,767486338797814","7,516393442622951",0,0,0,10,0,10,"1,0","100,0"
Santa Maria da Feira,Santa Maria da Feira,"17,461748633879782","7,494535519125683","70,17486338797814","4,444262295081967","7,781420765027322",0,0,0,10,0,10,"1,0","100,0"
Caminha,Caminha,"18,560109289617486","12,37704918032787","77,49180327868852","4,2363387978142075","14,743169398907105",0,0,0,10,0,10,"1,0","100,0"
Albergaria-a-Velha,Albergaria-a-Velha,"19,387978142076502","12,418032786885245","76,39344262295081","3,9300546448087434","13,008196721311476",0,0,0,10,0,10,"1,0","100,0"
Alcobaca,Alcobaca,"19,51912568306011","12,699453551912569","77,56284153005464","2,822950819672131","14,136612021857923",0,0,0,10,0,10,"1,0","100,0"
Alfandega da Fe,Alfandega da Fe,"19,494535519125684","8,868852459016393","65,53825136612022","2,0010928961748635","10,450819672131148",0,0,0,10,0,10,"1,0","100,0"
Alijo,Alijo,"19,816939890710383","10,680327868852459","65,66120218579235","2,767486338797814","7,516393442622951",0,0,0,10,0,10,"1,0","100,0"
Almeida,Almeida,"18,09016393442623","8,240437158469945","70,3415300546448","2,3740437158469945","10,819672131147541",0,0,0,10,0,10,"1,0","100,0"
Armamar,Armamar,"19,816939890710383","10,680327868852459","65,66120218579235","2,767486338797814","7,516393442622951",0,0,0,10,0,10,"1,0","100,0"
Aveiro,Aveiro,"19,387978142076502","12,418032786885245","76,39344262295081","3,9300546448087434","13,008196721311476",0,0,0,10,0,10,"1,0","100,0"
Bombarral,Bombarral,"19,51366120218579","12,978142076502733","77,99180327868852","2,803551912568306","16,01912568306011",0,0,0,10,0,10,"1,0","100,0"
Braganca,Braganca,"19,382513661202186","7,795081967213115","68,15027322404372","2,170765027322404","9,23224043715847",0,0,0,10,0,10,"1,0","100,0"
Cabeceiras de Basto,Cabeceiras de Basto,"19,89344262295082","9,814207650273223","72,4672131147541","4,641530054644809","7,904371584699454",0,0,0,10,0,10,"1,0","100,0"
Cadaval,Cadaval,"19,51366120218579","12,978142076502733","77,99180327868852","2,803551912568306","16,01912568306011",0,0,0,10,0,10,"1,0","100,0"
Caldas da Rainha,Caldas da Rainha,"19,51366120218579","12,978142076502733","77,99180327868852","2,803551912568306","16,01912568306011",0,0,0,10,0,10,"1,0","100,0"
Calheta [R.A.A.],Calheta [R.A.A.],"17,672131147540984","11,415300546448087","77,61748633879782","3,927049180327869","9,188524590163935",0,0,0,10,0,10,"1,0","100,0"
Calheta [R.A.M.],Calheta [R.A.M.],"17,672131147540984","11,415300546448087","77,61748633879782","3,927049180327869","9,188524590163935",0,0,0,10,0,10,"1,0","100,0"
Camara de Lobos,Camara de Lobos,"17,672131147540984","11,415300546448087","77,61748633879782","3,927049180327869","9,188524590163935",0,0,0,10,0,10,"1,0","100,0"
Macedo de Cavaleiros,Macedo de Cavaleiros,"19,382513661202186","7,795081967213115","68,15027322404372","2,170765027322404","9,23224043715847",0,0,0,10,0,10,"1,0","100,0"
Mafra,Mafra,"19,59016393442623","13,092896174863387","76,48633879781421","2,766120218579235","17,56830601092896",0,0,0,10,0,10,"1,0","100,0"
Maia,Maia,"18,21311475409836","13,295081967213115","75,19398907103825","3,8060109289617485","13,978142076502733",0,0,0,10,0,10,"1,0","100,0"
Manteigas,Manteigas,"17,461748633879782","7,494535519125683","70,17486338797814","4,444262295081967","7,781420765027322",0,0,0,10,0,10,"1,0","100,0"
Penedono,Penedono,"19,816939890710383","10,680327868852459","65,66120218579235","2,767486338797814","7,516393442622951",0,0,0,10,0,10,"1,0","100,0"
Peniche,Peniche,"19,51366120218579","12,978142076502733","77,99180327868852","2,803551912568306","16,01912568306011",0,0,0,10,0,10,"1,0","100,0"
Peso da Regua,Peso da Regua,"19,816939890710383","10,680327868852459","65,66120218579235","2,767486338797814","7,516393442622951",0,0,0,10,0,10,"1,0","100,0"
Pinhel,Pinhel,"18,09016393442623","8,240437158469945","70,3415300546448","2,3740437158469945","10,819672131147541",0,0,0,10,0,10,"1,0","100,0"
Ponta do Sol,Ponta do Sol,"17,672131147540984","11,415300546448087","77,61748633879782","3,927049180327869","9,188524590163935",0,0,0,10,0,10,"1,0","100,0"
Porto,Porto,"18,868852459016395","13,049180327868852","73,11475409836065","3,8737704918032785","12,368852459016393",0,0,0,10,0,10,"1,0","100,0"
Porto Moniz,Porto Moniz,"17,672131147540984","11,415300546448087","77,61748633879782","3,927049180327869","9,188524590163935",0,0,0,10,0,10,"1,0","100,0"
Porto de Mos,Porto de Mos,"19,51912568306011","12,699453551912569","77,56284153005464","2,822950819672131","14,136612021857923",0,0,0,10,0,10,"1,0","100,0"
Povoa de Varzim,Povoa de Varzim,"18,30327868852459","13,079234972677595","77,13934426229508","4,010655737704918","14,327868852459016",0,0,0,10,0,10,"1,0","100,0"
Ribeira Brava,Ribeira Brava,"17,672131147540984","11,415300546448087","77,61748633879782","3,927049180327869","9,188524590163935",0,0,0,10,0,10,"1,0","100,0"
Ribeira de Pena,Ribeira de Pena,"19,816939890710383","10,680327868852459","65,66120218579235","2,767486338797814","7,516393442622951",0,0,0,10,0,10,"1,0","100,0"
Rio Maior,Rio Maior,"19,51366120218579","12,978142076502733","77,99180327868852","2,803551912568306","16,01912568306011",0,0,0,10,0,10,"1,0","100,0"
Sabrosa,Sabrosa,"19,469945355191257","10,076502732240437","72,72677595628416","4,497540983606557","8,5",0,0,0,10,0,10,"1,0","100,0"
Sabugal,Sabugal,"18,09016393442623","8,240437158469945","70,3415300546448","2,3740437158469945","10,819672131147541",0,0,0,10,0,10,"1,0","100,0"
Santa Comba Dao,Santa Comba Dao,"19,469945355191257","10,076502732240437","72,72677595628416","4,497540983606557","8,5",0,0,0,10,0,10,"1,0","100,0"
Ovar,Ovar,"19,691256830601095","12,319672131147541","71,78688524590164","3,946448087431694","10,726775956284152",0,0,0,10,0,10,"1,0","100,0"
Oliveira do Hospital,Oliveira do Hospital,"17,461748633879782","7,494535519125683","70,17486338797814","4,444262295081967","7,781420765027322",0,0,0,10,0,10,"1,0","100,0"
Oliveira de Frades,Oliveira de Frades,"19,469945355191257","10,076502732240437","72,72677595628416","4,497540983606557","8,5",0,0,0,10,0,10,"1,0","100,0"
Matosinhos,Matosinhos,"18,21311475409836","13,295081967213115","75,19398907103825","3,8060109289617485","13,978142076502733",0,0,0,10,0,10,"1,0","100,0"
Nazare,Nazare,"19,51912568306011","12,699453551912569","77,56284153005464","2,822950819672131","14,136612021857923",0,0,0,10,0,10,"1,0","100,0"
Murtosa,Murtosa,"19,387978142076502","12,418032786885245","76,39344262295081","3,9300546448087434","13,008196721311476",0,0,0,10,0,10,"1,0","100,0"
Murca,Murca,"19,816939890710383","10,680327868852459","65,66120218579235","2,767486338797814","7,516393442622951",0,0,0,10,0,10,"1,0","100,0"
Mourao,Mourao,"18,30327868852459","13,079234972677595","77,13934426229508","4,010655737704918","14,327868852459016",0,0,0,10,0,10,"1,0","100,0"
Mortagua,Mortagua,"19,469945355191257","10,076502732240437","72,72677595628416","4,497540983606557","8,5",0,0,0,10,0,10,"1,0","100,0"
Mora,Mora,"19,494535519125684","8,868852459016393","65,53825136612022","2,0010928961748635","10,450819672131148",0,0,0,10,0,10,"1,0","100,0"
Montemor-o-Velho,Montemor-o-Velho,"18,991803278688526","13,068306010928962","78,1256830601093","3,369125683060109","15,71311475409836",0,0,0,10,0,10,"1,0","100,0"
Obidos,Obidos,"19,51366120218579","12,978142076502733","77,99180327868852","2,803551912568306","16,01912568306011",0,0,0,10,0,10,"1,0","100,0"
Mondim de Basto,Mondim de Basto,"19,89344262295082","9,814207650273223","72,4672131147541","4,641530054644809","7,904371584699454",0,0,0,10,0,10,"1,0","100,0"
Moimenta da Beira,Moimenta da Beira,"19,816939890710383","10,680327868852459","65,66120218579235","2,767486338797814","7,516393442622951",0,0,0,10,0,10,"1,0","100,0"
Mogadouro,Mogadouro,"19,494535519125684","8,868852459016393","65,53825136612022","2,0010928961748635","10,450819672131148",0,0,0,10,0,10,"1,0","100,0"
Miranda do Douro,Miranda do Douro,"19,494535519125684","8,868852459016393","65,53825136612022","2,0010928961748635","10,450819672131148",0,0,0,10,0,10,"1,0","100,0"
Melgaco,Melgaco,"18,65573770491803","11,275956284153006","77,61748633879782","5,0420765027322405","10,387978142076502",0,0,0,10,0,10,"1,0","100,0"
Meda,Meda,"18,09016393442623","8,240437158469945","70,3415300546448","2,3740437158469945","10,819672131147541",0,0,0,10,0,10,"1,0","100,0"
Avis,Avis,"26,6448087431694","13,480874316939891","31,871584699453553","1,005464480874317","11,412568306010929",0,0,0,0,0,10,"0,5","50,0"
sao paulo,sao paulo,"28,338797814207652","17,153005464480874","64,68306010928961","3,6677595628415305","9,33879781420765",0,0,0,0,0,10,"0,5","50,0"
