;Unnamed: 0_x;Unnamed: 0.1;Ambito Geografico;Regiao;Cidades;qtd Idade 0 -14;qtd Idade 15-64;qtd idade >65;% Idade 0 -14;% Idade 15-64;% idade >65;"N.º médio de indivíduos por Km²	
	";% cidadãos estrangeiros,em relacao total da população;qtd Hospitais particulares e publicos;qtd Farmacias;Quantidade construçoes novas;qtd escolas - pre-escolar -4 -6 anos;qtd escolas - ciclo 1 - 6-10 anos;qtd escolas - ciclo 2 - 10 -12 anos;qtd escolas - ciclo 3 - 13 -15 anos;qtd shows,exibicoes,teatro;qtd Cinemas;Ganho medio mensal;% Desempregados;% Poder de compra;% Crimes;qtd bancos;Latitude;Longitude;Address;Distance_Lisboa;Distance_Porto;duration_hours_driving_lisboa, Portugal;distance_drivingdriving_lisboa, Portugal;duration_hours_driving_porto, Portugal;distance_drivingdriving_porto, Portugal;Unnamed: 0_y;Clima_Ranking
0;0;4;Município;Norte;Arcos de Valdevez;1988;12099;6770;9,5;58,0;32,5;46,6;1,4;0;6;20;10;4;3;3;23;1;891,9;4,5;68,6;29,2;6;41,8471981;-8,417882;Arcos de Valdevez, Viana do Castelo, Portugal;353,91829216765433;79,15045837351244;3,8;408,6;1,1;99,7;34,0;18,0
1;1;5;Município;Norte;Caminha;1736;9981;4115;11,0;63,0;26,0;116,0;3,2;0;5;20;11;10;2;2;40;0;920,4;4,1;79,3;29,2;8;41,8757598;-8,8388375;Caminha, Viana do Castelo, Portugal;352,6858309049128;82,88253154438746;3,9;411,5;1,1;98,9;68,0;13,0
2;2;6;Município;Norte;Melgaco;630;4505;2908;7,8;56,0;36,2;33,8;1,5;0;3;1;3;2;1;1;0;0;880,9;2,9;62,1;26,4;5;42,11290885;-8,258067279809108;Melgaço, Viana do Castelo, Portugal;385,3936523898649;110,97021956461158;4,5;464,8;1,8;155,8;168,0;12,0
3;3;7;Município;Norte;Moncao;1693;10844;5262;9,5;60,9;29,6;84,2;4,1;0;6;10;6;4;2;4;18;1;891,6;3,9;71,3;17,8;6;42,027944700000006;-8,417367176526596;Monção, Viana do Castelo, Portugal;373,70217738699057;98,89401010552307;4,2;442,6;1,5;133,6;178,0;13,0
4;4;8;Município;Norte;Paredes de Coura;942;5186;2376;11,1;61,0;27,9;61,5;1,8;0;3;9;5;1;1;1;31;1;954,2;5,9;67,3;24,9;3;41,9133898;-8,56396258432304;Paredes de Coura, Viana do Castelo, Portugal;359,26637863291734;84,93616957048665;4,0;424,6;1,3;115,6;213,0;18,0
5;5;9;Município;Norte;Ponte da Barca;1127;7259;2754;10,1;65,2;24,7;61,2;1,1;0;3;11;4;3;1;1;0;0;854,2;3,7;65,5;22,9;4;41,807647700000004;-8,416428;Ponte da Barca, Viana do Castelo, 4980-619, Portugal;349,61707049915293;74,88215093915612;3,8;408,8;1,1;99,8;227,0;18,0
6;6;10;Município;Norte;Ponte de Lima;4914;27130;9143;11,9;65,9;22,2;128,6;1,1;1;10;39;19;14;4;7;110;0;922,3;3,3;72,2;19,9;8;41,7675021;-8,5830992;Ponte de Lima, Viana do Castelo, 4990-062, Portugal;342,9993570363953;68,68142369736546;3,7;393,6;0,9;84,6;228,0;18,0
7;7;11;Município;Norte;Valenca;1468;8443;3331;11,1;63,8;25,2;113,0;6,4;0;3;29;9;7;1;1;4;0;973,4;6,6;83,2;34,3;9;42,0270455;-8,642883099999999;Valença, Viana do Castelo, 4930-014, Portugal;370,95586165139764;97,50700096613615;3,9;425,2;1,2;116,3;303,0;15,0
8;8;12;Município;Norte;Viana do Castelo;10050;54487;19700;11,9;64,7;23,4;264,0;2,9;2;27;52;43;37;10;12;121;5;1114,7;4,2;93,8;26,4;24;41,88032570000001;-8,523255293554344;Viana do Castelo, Portugal;356,11974453242124;81,50195246145461;3,7;387,0;0,9;74,5;309,0;13,0
9;9;13;Município;Norte;Vila Nova de Cerveira;1028;5775;2103;11,5;64,8;23,6;82,1;5,2;0;3;15;4;3;1;1;80;0;1086,1;4,5;85,9;30,5;1;41,9403912;-8,743606800000002;Vila Nova de Cerveira, Viana do Castelo, 4920-278, Portugal;360,50455162355314;88,54156254884235;3,9;415,1;1,1;102,6;316,0;18,0
10;10;15;Município;Norte;Amares;2219;12408;3483;12,3;68,5;19,2;221,0;2,0;1;4;38;7;6;1;2;0;0;932,6;4,9;71,9;24,0;3;41,6309663;-8,351059900000001;Amares, Braga, Portugal;331,40850392235774;57,7212917692733;3,7;378,7;0,9;69,7;31,0;18,0
11;11;16;Município;Norte;Barcelos;14398;80002;21489;12,4;69,0;18,5;305,9;1,3;4;26;180;81;64;11;17;61;1;948,9;3,5;80,1;19,6;26;41,5314496;-8,6192306;Barcelos, Braga, 4750-257, Portugal;316,61957374710937;42,43081546846664;3,5;377,5;0,8;62,0;48,0;16,0
12;12;17;Município;Norte;Braga;25798;125276;31728;14,1;68,5;17,4;996,7;6,4;6;38;253;101;75;22;27;210;28;1145,8;5,8;108,8;25,4;62;41,5510583;-8,4280045;Braga, Portugal;321,4338491770448;47,15290856156268;3,4;363,5;0,7;54,5;60,0;21,0
13;13;18;Município;Norte;Esposende;4739;23317;6119;13,9;68,2;17,9;358,2;2,4;2;8;78;23;19;4;6;16;0;962,4;3,3;85,2;25,0;10;41,531525099999996;-8,7792538;Esposende, Braga, Portugal;315,0186207565002;44,714795355401975;3,4;363,8;0,6;51,3;99,0;16,0
14;14;19;Município;Norte;Terras de Bouro;630;3991;1718;9,9;63,0;27,1;22,8;1,1;0;3;0;7;3;2;2;2;0;888,9;7,6;63,8;25,9;1;41,719029299999995;-8,3083026;Terras de Bouro, Braga, 4840-100, Portugal;341,71694815216864;68,12353689213506;3,9;391,5;1,2;82,5;292,0;18,0
15;15;20;Município;Norte;Vila Verde;6124;31679;9039;13,1;67,6;19,3;204,8;1,3;1;11;133;31;22;5;7;0;0;893,1;4,1;70,4;28,6;12;41,648824700000006;-8,4362569;Vila Verde, Braga, Portugal;331,9702812238652;57,349514973477504;3,6;378,4;0,9;69,4;326,0;15,0
16;16;22;Município;Norte;Cabeceiras de Basto;1916;10591;3070;12,3;68,0;19,7;64,4;0,9;0;4;24;10;7;2;3;0;0;809,3;6,7;66,5;21,8;5;41,51363920000001;-7,9878132;Cabeceiras de Basto, Braga, Portugal;326,5789396126248;65,99689778504744;3,8;403,0;1,0;93,5;62,0;14,0
17;17;23;Município;Norte;Fafe;5657;32317;9927;11,8;67,5;20,7;218,6;0,8;0;9;69;28;21;6;7;26;0;858,4;6,8;75,5;22,9;9;41,451406;-8,1708502;Fafe, Braga, Portugal;315,5784111696975;49,821578876617906;3,5;377,7;0,8;68,1;103,0;14,0
18;18;24;Município;Norte;Guimaraes;19290;104133;28543;12,7;68,5;18,8;630,6;1,6;2;35;175;84;60;16;18;113;12;971,9;6,4;91,3;19,0;42;41,4417677;-8,2955712;Guimarães, Braga, Portugal;311,93111595542047;41,845050513269726;3,4;364,2;0,7;55,2;123,0;20,0
19;19;25;Município;Norte;Mondim de Basto;654;4679;1581;9,5;67,7;22,9;40,2;1,0;0;2;7;4;2;1;1;0;0;799,7;6,2;61,0;22,3;2;41,4111525;-7,9524216;Mondim de Basto, Praça do Município, Lugar do Conde de Vila Real, Lugar do Souto, São Cristóvão de Mondim de Basto, Mondim de Basto, Vila Real, 4880-236, Portugal;316,71169930404506;62,34535368019402;3,7;387,0;1,1;84,8;180,0;14,0
20;20;26;Município;Norte;Povoa de Lanhoso;2579;14758;4153;12,0;68,7;19,3;159,6;1,4;1;5;21;11;5;2;4;13;0;855,7;5,6;71,4;24,3;7;41,5759516;-8,2699521;Póvoa de Lanhoso, Braga, Portugal;326,92279981397667;55,28993555245971;3,7;381,7;0,9;72,8;237,0;21,0
21;21;27;Município;Norte;Vieira do Minho;1180;7771;2864;10,0;65,8;24,2;54,6;1,2;0;4;6;5;4;1;1;0;0;811,9;8,4;67,3;25,6;4;41,6347151;-8,1425725;Vieira do Minho, Braga, Portugal;335,8450183831033;66,61813373888509;3,9;395,8;1,2;86,8;311,0;14,0
22;22;28;Município;Norte;Vila Nova de Famalicao;16764;90160;24560;12,7;68,6;18,7;652,2;1,7;2;29;225;72;53;11;14;76;2;1080,2;5,0;89,9;21,5;36;41,40852785;-8,492625151809944;Vila Nova de Famalicão, Braga, Portugal;304,8718778913462;30,42828722040024;3,3;349,9;0,6;40,9;317,0;19,0
23;23;29;Município;Norte;Vizela;3084;17002;3812;12,9;71,1;16,0;967,5;0,9;0;4;26;10;10;2;3;1;3;858,8;6,0;83,2;17,5;10;41,3767158;-8,3083651;Vizela, Braga, Portugal;304,6576594984977;35,767451020808885;3,5;365,2;0,7;51,2;337,0;20,0
24;24;31;Município;Norte;Arouca;2610;13541;4514;12,6;65,5;21,8;62,8;0,6;1;7;19;13;12;2;2;15;2;933,6;4,2;72,7;21,0;5;40,9289214;-8,2441746;Arouca, Aveiro, Portugal;258,1801207477939;39,37120106655053;3,2;307,5;1,0;60,5;39,0;29,0
25;25;32;Município;Norte;Espinho;3292;18358;7821;11,2;62,3;26,5;1399,4;2,8;2;10;24;11;6;5;7;22;1;1008,8;7,9;104,4;32,2;9;41,0083643;-8,639411099999998;Espinho, Aveiro, Portugal;258,95874372827734;15,852013140055439;2,8;299,9;0,4;21,4;98,0;27,0
26;26;33;Município;Norte;Gondomar;21048;111035;33760;12,7;67,0;20,4;1257,1;1,8;0;33;65;69;49;12;16;26;12;1016,6;6,8;84,9;20,7;29;41,1398199;-8,5326269;Gondomar, Porto, Portugal;274,9299199691493;6,6483427159616895;3,0;317,3;0,3;15,0;119,0;19,0
27;27;34;Município;Norte;Maia;19704;94309;25294;14,1;67,7;18,2;1679,6;2,6;0;26;40;65;39;10;10;100;10;1250,7;5,0;110,6;26,9;39;41,23734565;-8,629998173364326;Maia, Porto, Portugal;284,18429643231974;9,893475196597755;3,0;322,7;0,2;9,0;157,0;14,0
28;28;35;Município;Norte;Matosinhos;23213;113957;38287;13,2;64,9;21,8;2810,9;3,3;3;36;54;67;40;15;22;69;17;1337,7;6,7;130,6;28,5;54;41,180681400000005;-8,682199800000001;Matosinhos, Porto, Portugal;277,3096170015015;6,924431881088418;3,0;321,6;0,2;9,1;164,0;14,0
29;29;36;Município;Norte;Oliveira de Azemeis;7392;43822;14667;11,2;66,5;22,3;408,9;1,5;1;16;26;39;29;8;8;13;0;1145,8;4,1;83,4;19,1;13;40,839011799999994;-8,477780699999999;Oliveira de Azeméis, Aveiro, Portugal;243,2708246433716;36,246506903097384;2,6;279,4;0,6;52,1;202,0;20,0
30;30;37;Município;Norte;Paredes;12065;60497;13413;14,0;70,4;15,6;548,4;0,9;1;16;95;32;17;9;10;7;0;919,4;6,0;79,0;19,3;24;41,212363700000004;-8,347580212435714;Paredes, Porto, Portugal;286,1477676609402;23,163276134470955;3,1;335,6;0,5;33,4;212,0;16,0
31;31;38;Município;Norte;Porto;28508;126342;61897;13,2;58,3;28,6;5232,9;7,9;20;109;69;133;81;39;54;1688;13;1416,7;9,2;154,0;56,2;184;41,1494512;-8,6107884;Porto, Portugal;274,808922985862;0,0;2,9;313,9;0,0;0,0;233,0;15,0
32;32;39;Município;Norte;Povoa de Varzim;8596;42192;11997;13,7;67,2;19,1;763,7;3,5;3;15;75;35;22;6;8;45;1;1033,8;5,7;96,5;24,0;17;41,379418799999996;-8,7598689;Póvoa de Varzim, Porto, Portugal;298,3860428332166;28,43160284280625;3,3;347,6;0,5;35,1;238,0;14,0
33;33;40;Município;Norte;Santa Maria da Feira;17357;94146;27033;12,5;68,0;19,5;641,7;1,3;1;27;78;83;53;13;13;120;0;1089,7;5,5;85,8;24,0;32;40,9254179;-8,542668800000001;Santa Maria da Feira, Aveiro, Portugal;251,42447951198295;25,53078869717896;2,6;286,4;0,4;33,8;258,0;21,0
34;34;41;Município;Norte;Santo Tirso;7215;44798;15815;10,6;66,0;23,3;496,7;0,8;1;18;39;40;36;10;14;20;0;1008,3;6,2;85,5;21,0;17;41,344005700000004;-8,4772021;Santo Tirso, Porto, Portugal;298,07661451702177;24,335979515339407;3,2;341,1;0,5;32,1;263,0;19,0
35;35;42;Município;Norte;Sao Joao da Madeira;2688;14850;4472;12,2;67,5;20,3;2772,0;3,9;1;5;10;15;11;4;5;48;5;1074,2;6,2;130,6;27,2;16;40,8977193;-8,490675185118615;São João da Madeira, Aveiro, Portugal;249,36437140626626;29,72518408903446;2,8;288,4;0,6;44,1;265,0;19,0
36;36;43;Município;Norte;Trofa;4867;26367;7207;12,7;68,6;18,7;533,7;1,7;1;8;26;20;17;4;5;0;0;1113,1;5,2;94,6;19,5;10;41,336347100000005;-8,5585061;Trofa, Porto, Portugal;296,00677717222413;21,21403132521512;3,2;340,7;0,5;31,7;300,0;14,0
37;37;44;Município;Norte;Vale de Cambra;2232;13507;5529;10,5;63,5;26,0;144,3;1,8;0;6;8;14;10;2;2;0;0;1136,3;3,2;87,4;18,3;8;40,8498115;-8,3939142;Vale de Cambra, Aveiro, Portugal;246,19409292090984;37,95059476191093;2,8;289,4;0,7;54,7;302,0;20,0
38;38;45;Município;Norte;Valongo;13704;65839;18078;14,0;67,4;18,5;1299,5;1,7;3;18;34;47;34;10;13;31;0;1087,7;6,6;92,0;22,4;20;41,190979399999996;-8,4980511;Valongo, Porto, Portugal;281,067291890106;10,525016851993175;3,1;325,2;0,3;16,3;304,0;28,0
39;39;46;Município;Norte;Vila do Conde;11196;53299;15436;14,0;66,7;19,3;536,3;3,1;1;17;58;47;36;6;9;45;2;1155,0;5,4;95,9;27,7;16;41,3580981;-8,747563099999999;Vila do Conde, Porto, Portugal;296,14845041826766;25,852509470524826;3,3;340,0;0,5;27,5;331,0;21,0
40;40;47;Município;Norte;Vila Nova de Gaia;40180;199966;60099;13,4;66,6;20,0;1782,3;3,2;6;66;198;140;103;23;33;99;29;1157,3;8,1;100,6;27,3;63;41,130010299999995;-8,605841499999999;Vila Nova de Gaia, Porto, Portugal;272,75025740841494;2,198625271983192;2,9;307,6;0,2;10,4;319,0;15,0
41;41;49;Município;Norte;Boticas;427;2890;1645;8,6;58,2;33,2;15,4;1,0;0;2;0;3;1;1;1;0;0;876,0;4,5;60,7;21,4;2;41,6881921;-7,664534599999999;Boticas, Vila Real, Portugal;353,8679911251603;99,18563786200991;4,4;445,2;1,7;156,8;59,0;21,0
42;42;50;Município;Norte;Chaves;3886;24463;10923;9,9;62,3;27,8;66,4;1,7;1;12;22;19;17;4;4;81;1;958,2;6,1;79,1;25,1;12;41,739945299999995;-7,471477;Chaves, Vila Real, Portugal;365,28350621560617;115,60850063512528;4,3;441,5;1,6;153,1;85,0;21,0
43;43;51;Município;Norte;Montalegre;675;5039;3226;7,5;56,4;36,1;11,1;1,1;0;5;10;3;3;2;2;0;0;874,5;5,4;63,3;35,6;7;41,8232206;-7,792314200000001;Montalegre, Vila Real, Portugal;364,33518376138915;101,34948670657877;4,6;457,8;1,9;148,3;182,0;21,0
44;44;52;Município;Norte;Ribeira de Pena;624;3738;1641;10,4;62,3;27,3;27,6;1,7;0;2;6;4;2;2;2;0;0;1233,3;7,9;63,9;21,2;2;41,51965070000001;-7,793694199999999;Ribeira de Pena, Vila Real, Portugal;332,53937670343095;79,8031539150688;3,9;413,7;1,1;104,2;249,0;15,0
45;45;53;Município;Norte;Valpacos;1250;8242;5241;8,5;55,9;35,6;26,8;1,2;0;7;23;8;4;2;2;0;0;872,1;6,0;61,2;27,4;7;41,6067883;-7,310852499999999;Valpaços, Vila Real, Portugal;357,4905857892624;120,01859020108374;4,3;442,0;1,7;163,2;305,0;21,0
46;46;54;Município;Norte;Vila Pouca de Aguiar;994;7277;3639;8,3;61,1;30,6;27,2;1,5;0;4;21;10;3;2;2;1;0;906,6;6,2;65,5;22,4;5;41,5007614;-7,644286800000001;Vila Pouca de Aguiar, Vila Real, Portugal;335,1984997977937;89,83063719598803;3,9;402,5;1,2;117,4;322,0;15,0
47;47;56;Município;Norte;Amarante;6285;36362;10389;11,8;68,6;19,6;176,0;0,8;1;14;40;29;20;6;8;12;0;904,9;6,9;72,6;21,4;12;41,2699316;-8,0804563;Amarante, Amarante (São Gonçalo), Madalena, Cepelos e Gatão, Amarante, Porto, 4600-036, Portugal;298,4407363460257;46,446805973084686;3,4;361,3;0,7;59,2;30,0;26,0
48;48;57;Município;Norte;Baiao;2069;12512;4081;11,1;67,0;21,9;106,9;0,6;0;6;15;16;5;3;3;0;0;866,5;9,2;59,5;18,5;3;41,16930605;-7,977295769675544;Baião, Porto, Portugal;290,71330562347197;53,21600851933825;3,6;372,4;0,9;70,2;46,0;23,0
49;49;58;Município;Norte;Castelo de Paiva;1871;10492;3016;12,2;68,2;19,6;133,7;0,6;0;4;23;19;13;2;2;2;0;853,0;6,4;68,1;16,4;3;41,0410042;-8,271775;Castelo de Paiva, Aveiro, Portugal;269,4194017024103;30,923527445641536;3,3;334,2;0,8;55,0;77,0;18,0
50;50;59;Município;Norte;Celorico de Basto;2101;12932;3939;11,1;68,2;20,8;104,8;0,4;0;5;29;16;4;3;4;0;0;794,4;6,1;57,5;19,1;4;41,38793629999999;-8,0002089;Celorico de Basto, Braga, Portugal;312,9880611764312;57,61107071333164;3,7;380,9;1,0;78,7;83,0;26,0
51;51;60;Município;Norte;Cinfaes;2153;11712;4258;11,9;64,6;23,5;75,7;0,5;0;8;6;11;11;2;3;1;0;919,2;7,9;59,4;19,5;3;41,032655299999995;-8,108008158498851;Cinfães, Viseu, Portugal;272,720757615121;44,189674102784814;3,8;359,4;1,3;78,8;86,0;18,0
52;52;61;Município;Norte;Felgueiras;7190;39797;9289;12,8;70,7;16,5;486,2;0,7;1;12;22;37;29;6;8;15;0;892,8;6,2;80,3;22,7;15;41,364771600000005;-8,1989321;Felgueiras, Porto, Portugal;305,6788847647591;41,99085693941827;3,4;362,2;0,7;56,9;105,0;14,0
53;53;62;Município;Norte;Lousada;6518;33435;6716;14,0;71,6;14,4;485,7;0,8;0;9;48;29;27;7;8;0;0;860,6;5,1;72,6;19,4;7;41,2773789;-8,2826293;Lousada, Porto, Portugal;294,48627440549456;30,971357303478733;3,3;347,7;0,6;43,1;151,0;19,0
54;54;63;Município;Norte;Marco de Canaveses;6614;36149;8613;12,9;70,4;16,8;254,5;0,8;1;12;51;45;35;4;7;0;0;886,2;8,0;73,5;19,9;12;41,161654600000006;-8,12779201865893;Marco de Canaveses, Porto, Portugal;285,7776888027015;40,563896025895964;3,4;356,8;0,7;54,6;160,0;18,0
55;55;64;Município;Norte;Pacos de Ferreira;7805;40285;8549;13,8;71,1;15,1;797,8;0,6;0;11;85;21;16;6;9;0;5;886,7;5,1;80,5;19,6;12;41,289626399999996;-8,378398223742572;Paços de Ferreira, Porto, Portugal;293,8944046746228;24,94191453452721;3,2;342,1;0,5;36,8;209,0;19,0
56;56;65;Município;Norte;Penafiel;9465;48587;11545;13,6;69,8;16,6;327,9;0,7;1;15;85;43;37;5;8;0;3;975,4;5,8;79,7;19,2;11;41,2039194;-8,292240964931633;Penafiel, Porto, Portugal;286,3914084611195;27,405267562268424;3,2;340,7;0,5;38,5;216,0;19,0
57;57;66;Município;Norte;Resende;1146;6579;2355;11,4;65,3;23,4;81,7;0,5;0;3;4;4;3;1;1;0;0;803,2;8,4;61,7;21,8;3;41,0749527;-7,9506359083411375;Resende, Viseu, Portugal;281,7217523956072;56,061471179556996;3,7;352,8;1,3;91,9;246,0;18,0
58;58;68;Município;Norte;Alijo;1027;6267;3283;9,7;59,3;31,0;35,5;0,9;0;8;6;9;6;2;2;0;0;921,8;9,5;64,5;19,8;3;41,2768619;-7,4753795;Alijó, Vila Real, Portugal;318,57528500718075;96,2643166142307;4,0;409,2;1,4;130,3;16,0;15,0
59;59;69;Município;Norte;Armamar;505;3684;1554;8,8;64,2;27,1;49,0;0,9;0;2;5;2;1;1;1;0;0;876,6;7,0;63,1;14,8;1;41,107732299999995;-7,6916009999999995;Armamar, Viseu, Portugal;293,71680771542214;77,32406925617855;3,6;363,1;1,5;129,1;38,0;15,0
60;60;70;Município;Norte;Carrazeda de Ansiaes;547;3114;1978;9,7;55,2;35,1;20,2;2,2;0;2;4;2;1;1;1;0;1;860,9;6,7;62,1;23,9;2;41,24694415;-7,3033782535900595;Carrazeda de Ansiães, Bragança, 5140-080 CARRAZEDA DE ANSIÃES, Portugal;322,4870877518713;110,20113858105779;4,2;423,2;1,6;144,3;71,0;15,0
61;61;71;Município;Norte;Freixo de Espada a Cinta;344;1945;980;10,5;59,5;30,0;13,4;3,1;0;1;3;3;1;1;1;0;0;895,3;9,8;62,2;24,8;1;41,08410765;-6,825511111494767;Freixo de Espada à Cinta, Bragança, Portugal;329,6438276395772;150,1120709084027;4,5;419,4;2,6;235,5;112,0;18,0
62;62;72;Município;Norte;Lamego;2608;16431;5787;10,5;66,2;23,3;150,1;0,6;1;12;23;10;7;3;4;18;0;929,8;10,6;80,7;17,9;8;41,0717403;-7,814995487505706;Lamego, Viseu, Portugal;285,774843540854;67,39673734431184;3,5;348,8;1,5;128,4;143,0;15,0
63;63;73;Município;Norte;Mesao Frio;385;2645;922;9,7;66,9;23,3;148,3;0,4;0;3;2;1;1;1;1;0;0;886,0;10,2;68,6;20,8;2;41,1604717;-7,8883733;Mesão Frio, Vila Real, Portugal;292,4782014703885;60,65012862341246;3,8;384,7;1,1;82,6;170,0;19,0
64;64;74;Município;Norte;Moimenta da Beira;1058;6229;2438;10,9;64,0;25,1;44,2;1,4;0;3;19;5;3;1;2;2;0;836,0;11,1;66,0;26,1;3;40,984641100000005;-7,6185527;Moimenta da Beira, Viseu, Portugal;284,2247952551683;85,38159311108043;3,8;361,5;1,9;154,2;176,0;15,0
65;65;75;Município;Norte;Murca;516;3265;1650;9,5;60,1;30,4;28,7;0,7;0;2;5;2;1;1;1;0;0;894,5;10,7;61,6;23,9;2;41,42593475;-7,4655597122518715;Murça, Vila Real, Portugal;333,770696465969;100,72723449167594;3,9;402,7;1,3;123,9;190,0;15,0
66;66;76;Município;Norte;Penedono;236;1639;708;9,1;63,5;27,4;19,3;1,0;0;1;0;2;1;1;1;0;0;800,5;5,8;63,0;16,7;2;40,9899414;-7,394188499999999;Penedono, Viseu, Portugal;293,9995900787371;103,77315090275404;3,7;381,0;2,3;172,2;219,0;15,0
67;67;77;Município;Norte;Peso da Regua;1678;10315;3738;10,7;65,6;23,8;165,8;0,7;0;7;7;8;2;1;2;1;1;982,1;10,0;82,9;18,6;7;41,16370429999999;-7,7875821;Peso da Régua, Vila Real, Portugal;296,0576437162353;69,114320312798;3,5;358,3;1,2;115,8;222,0;15,0
68;68;78;Município;Norte;Sabrosa;574;3664;1663;9,7;62,1;28,2;37,6;0,6;0;2;7;5;1;1;1;0;0;946,1;7,2;62,6;20,5;2;41,2663847;-7,5757615000000005;Sabrosa, Vila Real, Portugal;313,8037806510502;87,77339844829353;3,8;382,1;1,2;110,4;251,0;12,0
69;69;79;Município;Norte;Santa Marta de Penaguiao;572;4167;1839;8,7;63,4;28,0;94,9;1,0;0;2;4;5;4;1;1;0;0;868,7;10,5;58,6;11,1;1;41,210044599999996;-7,784730000000001;Santa Marta de Penaguião, Vila Real, 5030-462, Portugal;300,8827140724383;69,63705668489052;3,6;364,2;1,4;105,8;259,0;15,0
70;70;80;Município;Norte;Sao Joao da Pesqueira;744;4653;1697;10,5;65,6;23,9;26,7;1,1;0;3;16;6;4;1;2;3;0;965,4;4,4;65,5;18,5;2;41,147872;-7,4038806;São João da Pesqueira, Viseu, Portugal;308,7615927560148;101,314255267758;4,1;403,2;2,1;157,2;266,0;15,0
71;71;81;Município;Norte;Sernancelhe;480;3484;1422;8,9;64,7;26,4;23,6;0,9;0;2;9;2;1;1;1;1;0;806,4;5,9;60,1;16,2;2;40,91710790000001;-7,512420422676983;Sernancelhe, Viseu, Portugal;281,9734417956197;95,90050366503093;3,8;378,9;2,1;177,4;275,0;21,0
72;72;82;Município;Norte;Tabuaco;470;4007;1551;7,8;66,5;25,7;45,0;0,6;0;3;1;1;1;1;1;0;0;966,3;9,1;55,9;11,1;2;41,1173591;-7,5662701;Tabuaço, Viseu, Portugal;299,3321062678121;87,77516771987653;4,0;379,7;1,8;141,9;288,0;15,0
73;73;83;Município;Norte;Tarouca;845;5316;1653;10,8;68,0;21,2;78,1;0,8;0;2;20;3;1;1;1;0;0;828,4;8,6;63,4;17,8;2;41,0176;-7,774995233633934;Tarouca, Viseu, 3610-130, Portugal;281,6785510929887;71,74069512735038;3,5;346,1;1,5;134,4;290,0;28,0
